model,precision,set,kind,arm,k,n,words,audio_min,n_clusters,mean_unique,mean_pairwise,conf_frac,lang,wer_first,mu_first,wer_conf,mu_conf,wer_minconf,mu_minconf,wer_logprob,mu_logprob,wer_mbr,mu_mbr,wer_cm05,mu_cm05,wer_cm15,mu_cm15,wer_rover_freq,mu_rover_freq,wer_rover_c,mu_rover_c,wer_rover_cg,mu_rover_cg,wer_oracle_cand,mu_oracle_cand,wer_anti,mu_anti,lg_wer_first,lg_wer_conf,lg_wer_mbr,lg_wer_rover_cg,lg_wer_oracle_cand,wer_oracle_comp,mu_oracle_comp,wer_control,mu_control,beats_best_pct
drax,,ami,lowT,lowT,16,400,3559,20.1,16,3.4575,8.920605,0.532665,en,10.901938746838999,16.23991378492708,11.267209890418657,19.248272991351215,11.154818769317224,18.214712644693044,11.267209890418657,19.248272991351215,9.834223096375386,14.487768188077531,9.721831975273954,14.124077711887056,9.77802753582467,14.187470569029914,9.749929755549312,14.46391796422731,9.665636414723236,14.151417964227308,9.77802753582467,14.818946963006308,6.8277606069120536,9.982156800943482,17.589210452374264,28.775616902150343,12.291786329695578,12.291786329695578,11.143021252153934,11.143021252153934,7.926479035037335,5.310480472042709,8.426175491804278,5.844338297274516,8.705069536356216,9.75
drax,,ami,main,main,1,1000,9321,51.72,16,1.0,0.0,0.5321800000000001,en,16.736401673640167,27.081531786946258,16.736401673640167,27.081531786946258,16.736401673640167,27.081531786946258,16.736401673640167,27.081531786946258,16.736401673640167,27.081531786946258,16.736401673640167,27.081531786946258,16.736401673640167,27.081531786946258,16.736401673640167,27.081531786946258,16.736401673640167,27.081531786946258,16.736401673640167,27.081531786946258,16.736401673640167,27.081531786946258,16.736401673640167,27.081531786946258,18.093363944462666,18.093363944462666,18.093363944462666,18.093363944462666,18.093363944462666,,,,,
drax,,ami,main,main,2,1000,9321,51.72,16,1.649,23.908312000000002,0.5321800000000001,en,16.736401673640167,27.081531786946258,14.397596824375068,23.131945683488578,14.601437613989916,23.078573576700098,14.537066838322069,23.491861143845217,15.738654650788542,23.262083191619663,14.365411436541144,21.922057697078856,14.633623001823839,21.859661446122708,17.15481171548117,28.1972543167754,15.127132281943997,24.162512308212325,15.127132281943997,24.162512308212325,12.605943568286664,18.8564276789214,21.01705825555198,34.41611460261223,,,,,,8.550584701212316,12.797304597159348,10.224224868576332,14.389598137434392,24.9
drax,,ami,main,main,3,1000,9321,51.72,16,2.205,24.342234,0.5321800000000001,en,16.736401673640167,27.081531786946258,13.668061366806137,21.653526118940565,13.968458319922755,22.11909691508106,13.7538890676966,22.092722755637205,13.16382362407467,19.472224778018642,13.206737474519901,19.43656753924927,13.120909773629439,19.232742197923933,12.981439759682438,20.797801222872863,12.584486643064048,20.375600304017112,12.917068984014591,21.26257647112486,11.136144190537497,15.991779216995111,23.506061581375388,39.921008932600856,,,,,,,,,,
drax,,ami,main,main,4,1000,9321,51.72,16,2.734,24.540989999999997,0.5321800000000001,en,16.736401673640167,27.081531786946258,13.432035189357364,22.021524313712046,13.464220577191288,21.545887354252166,13.389121338912133,22.201959292539474,12.659585881343203,18.43083000512275,12.681042806565818,19.318994689568132,12.520115867396202,19.099515897244466,12.176805063834353,19.135332215831692,12.198261989056968,20.24852552233085,12.391374316060508,21.164636145562184,10.213496405965024,14.651017277662357,25.222615599184635,44.389226517990636,,,,,,6.394163716339449,9.747919823059027,8.518399313378392,11.957912978699284,23.400000000000002
drax,,ami,main,main,5,1000,9321,51.72,16,3.236,24.575138000000003,0.5321800000000001,en,16.736401673640167,27.081531786946258,13.142366698852054,21.9167709940897,13.217465937131209,21.21594586646584,13.238922862353824,22.152905347616503,12.294818152558738,17.8554795722294,12.305546615170046,18.1585312400506,12.166076601223045,17.815546704249353,11.522368844544577,17.800474269913376,11.790580409827271,18.852344638010194,11.962235811608197,20.012752015656705,9.601974037120481,13.752635923833356,26.66022958909988,47.59791127677032,,,,,,,,,,
drax,,ami,main,main,6,1000,9321,51.72,16,3.724,24.627511,0.5321800000000001,en,16.736401673640167,27.081531786946258,12.992168222293746,21.84365941800896,13.013625147516361,20.910012714386287,13.056538997961592,21.863463522837094,11.919321961162966,17.33416997054996,11.833494260272502,17.38270357890404,11.694024246325501,17.167511039961497,11.232700354039267,17.09138052786924,11.339984980152344,17.718146496845442,11.565282694989808,18.97187396820449,9.140650144834245,12.921449987026707,27.808175088509817,50.327604146272755,,,,,,,,,,
drax,,ami,main,main,8,1000,9321,51.72,16,4.647,24.453555999999995,0.5321800000000001,en,16.736401673640167,27.081531786946258,13.185280549297286,22.577646499933383,13.131638236240747,21.04002043888237,13.153095161463362,22.47182757324604,11.479454994099346,16.706243196333816,11.5545542323785,16.67925188426897,11.608196545435039,16.527115044500558,10.524621821692952,16.082908905226663,10.889389550477416,17.346326814979317,11.06104495225834,18.36720013610264,8.486213925544469,11.610731967379156,29.58909988198691,54.34346324483804,,,,,,4.956549726424203,7.576372978224357,7.263169187855381,9.71177504595591,21.099999999999998
drax,,ami,main,main,10,1000,9321,51.72,16,5.581,24.511351,0.5321800000000001,en,16.736401673640167,27.081531786946258,12.959982834459822,22.253260396608393,12.895612058791976,20.709765698117533,12.895612058791976,21.99675660897303,11.06104495225834,15.901330035030888,11.372170367986268,16.25811350410067,11.179058040982728,16.029522708507585,10.352966419912027,15.695246277469641,10.503164896470336,16.11551733878943,10.642634910417337,17.11452897958558,7.9819761828130025,10.82527015623592,31.048170797124772,56.91373067792669,,,,,,,,,,
drax,,ami,main,main,12,1000,9321,51.72,16,6.453,24.318409,0.5321800000000001,en,16.736401673640167,27.081531786946258,12.691771269177126,21.441425206393912,12.756142044844974,20.391993360083553,12.713228194399743,21.340014658851786,10.910846475700032,15.664119336796162,11.211243428816651,15.987012921997797,10.92157493831134,15.527363039716334,10.202767943353717,15.375466904795537,10.48170797124772,15.758260174054008,10.642634910417337,16.887562686259443,7.5957515288059225,10.160567693093052,32.27121553481386,59.357268391854845,,,,,,,,,,
drax,,ami,main,main,15,1000,9321,51.72,16,7.758,24.343957999999997,0.5321800000000001,en,16.736401673640167,27.081531786946258,12.723956657011051,21.944377720276734,12.659585881343203,20.83822916664469,12.659585881343203,21.794732740500177,10.760647999141723,15.711646437543985,10.814290312198262,15.404845062671372,10.696277223473876,15.37080411050971,10.084754854629331,15.271248414240453,10.460251046025105,15.846850081092127,10.664091835639953,16.632172663417,7.230983800021457,9.740310344204124,33.719557987340416,62.70890927477761,18.093363944462666,14.15764731605991,11.894610254728326,11.839947523778289,8.210342188695748,4.0017165540178095,6.053619141319437,6.211779851947216,8.122803684324467,19.400000000000002
drax,,ami,main,main,16,1000,9321,51.72,16,8.172,24.311463,0.5321800000000001,en,16.736401673640167,27.081531786946258,12.659585881343203,21.894927832932108,12.595215105675356,21.018021703542498,12.595215105675356,21.764720082592785,10.739191073919107,15.67291437568263,10.749919536530415,15.449041466106905,10.653363373028645,15.44942026086499,10.009655616350177,15.20680350528468,10.299324106855488,15.63073429671547,10.524621821692952,16.78982680794185,7.177341486964918,9.704591720722343,34.23452419268319,63.83877687939522,18.093363944462666,14.11391713129988,11.97113807805838,11.752487154258226,8.177544550125724,3.958802703572578,5.995958838659135,6.1903229267246,8.105450962507314,19.5
drax,,ami,main,ref,1,1000,9321,51.72,16,1.0,0.0,0.5375,en,10.599721059972106,15.61444178535516,10.599721059972106,15.61444178535516,10.599721059972106,15.61444178535516,10.599721059972106,15.61444178535516,10.599721059972106,15.61444178535516,10.599721059972106,15.61444178535516,10.599721059972106,15.61444178535516,10.599721059972106,15.61444178535516,10.599721059972106,15.61444178535516,10.599721059972106,15.61444178535516,10.599721059972106,15.61444178535516,10.599721059972106,15.61444178535516,11.949272985678364,11.949272985678364,11.949272985678364,11.949272985678364,11.949272985678364,,,,,
drax,,ami,main,ref,2,1000,9321,51.72,16,1.286,7.276171000000001,0.5375,en,10.599721059972106,15.61444178535516,10.224224868576332,14.576022790262275,10.267138719021565,14.741674179935405,10.224224868576332,14.576022790262275,10.460251046025105,14.956742756927872,10.181311018131101,14.457156646677966,10.277867181632873,14.637325644346962,10.685548760862568,15.944484957646043,10.599721059972106,15.722923906243954,10.599721059972106,15.722923906243954,9.2157493831134,13.27608864476244,11.930050423774274,18.143462465830815,,,,,,7.230983800021457,10.565549102286502,7.4562815148589205,10.851207853315962,14.099999999999998
drax,,ami,main,ref,3,1000,9321,51.72,16,1.496,7.145837,0.5375,en,10.599721059972106,15.61444178535516,10.256410256410257,14.955452789536666,10.320781032078104,15.156043193411971,10.28859564424418,14.968791006874888,10.020384078961484,14.779604801454397,10.063297929406716,14.51630763565723,9.998927153738869,14.480427959777554,10.084754854629331,14.91462727495513,10.074026392018023,15.000598988426844,10.374423345134643,15.81665029335973,8.539856238601008,12.353394943980641,12.702499731788434,19.4262054015543,,,,,,,,,,
drax,,ami,main,ref,4,1000,9321,51.72,16,1.661,7.113126,0.5375,en,10.599721059972106,15.61444178535516,10.320781032078104,15.08902225498694,10.28859564424418,15.047405634892058,10.363694882523335,15.106360472325155,10.13839716768587,14.791558345897071,10.095483317240639,14.693214082483117,10.149125630297178,14.740781326620054,10.106211779851947,14.901317528194111,10.202767943353717,15.122725194601777,10.428065658191182,15.863567872455326,8.196545435039159,11.8694053839191,13.185280549297286,20.438096982195876,11.949272985678364,11.763419700448235,11.544768776648082,11.708756969498197,9.533180277686673,6.544362192897758,9.769348241046268,6.758931445123913,10.005585585022741,11.899999999999999
drax,,ami,sweepT,T0.4,1,200,1832,10.27,16,1.0,0.0,0.534385,en,11.026200873362445,16.47186208568158,11.026200873362445,16.47186208568158,11.026200873362445,16.47186208568158,11.026200873362445,16.47186208568158,11.026200873362445,16.47186208568158,11.026200873362445,16.47186208568158,11.026200873362445,16.47186208568158,11.026200873362445,16.47186208568158,11.026200873362445,16.47186208568158,11.026200873362445,16.47186208568158,11.026200873362445,16.47186208568158,11.026200873362445,16.47186208568158,12.98050139275766,12.98050139275766,12.98050139275766,12.98050139275766,12.98050139275766,,,,,
drax,,ami,sweepT,T0.4,2,200,1832,10.27,16,1.29,7.883405,0.534385,en,11.026200873362445,16.47186208568158,10.316593886462883,14.915486516806006,10.534934497816593,15.120614721934214,10.425764192139738,14.953948055267546,10.37117903930131,15.763436279461654,10.316593886462883,14.648819850139343,10.09825327510917,14.494973696293187,11.18995633187773,16.30629776452515,10.753275109170305,15.336908844478337,10.753275109170305,15.336908844478337,8.897379912663755,12.713902942428316,12.063318777292576,18.06026696783646,,,,,,7.150655021834061,11.045957023824503,7.478165938864628,11.33576487679025,13.0
drax,,ami,sweepT,T0.4,3,200,1832,10.27,16,1.535,8.389985000000001,0.534385,en,11.026200873362445,16.47186208568158,10.589519650655022,15.970944511969886,10.64410480349345,15.993671784697158,10.589519650655022,15.970944511969886,10.043668122270743,14.43684897787435,10.09825327510917,14.612111215636588,10.09825327510917,14.56184897787435,10.043668122270743,14.607682311207688,10.152838427947598,14.693396596921971,10.152838427947598,14.728714057239431,8.24235807860262,11.765397281422654,12.936681222707424,19.189912081177223,,,,,,,,,,
drax,,ami,sweepT,T0.4,4,200,1832,10.27,16,1.775,8.46883,0.534385,en,11.026200873362445,16.47186208568158,10.37117903930131,15.842597420464898,10.207423580786026,15.641713582081064,10.37117903930131,15.842597420464898,9.989082969432314,14.68380178352281,10.207423580786026,14.923710510273642,10.09825327510917,14.83280141936455,10.043668122270743,14.73882061734599,10.043668122270743,15.123507227032604,9.879912663755459,14.193943734969109,7.532751091703057,10.508838586706064,13.482532751091703,20.175737775091154,,,,,,6.058951965065503,9.19935827656786,6.495633187772926,9.592424907792385,11.0
drax,,ami,sweepT,T0.4,5,200,1832,10.27,16,1.985,8.535029999999999,0.534385,en,11.026200873362445,16.47186208568158,10.589519650655022,16.435765122328252,10.37117903930131,16.182103506166637,10.534934497816593,16.400050836613968,9.825327510917031,14.399748361311493,9.825327510917031,14.379907091470223,9.825327510917031,14.379907091470223,9.934497816593886,14.889904477125505,9.825327510917031,14.116397669923044,9.716157205240174,14.006170397195772,7.259825327510917,10.182588586706064,14.028384279475983,21.28870485187402,,,,,,,,,,
drax,,ami,sweepT,T0.4,6,200,1832,10.27,16,2.145,8.307174999999999,0.534385,en,11.026200873362445,16.47186208568158,10.589519650655022,17.125050836613966,10.37117903930131,16.87138922045235,10.534934497816593,17.08933655089968,9.770742358078603,14.207794920015946,9.716157205240174,13.968504605067736,9.661572052401747,13.734287433350564,9.879912663755459,14.215273552494578,9.770742358078603,14.1749180746391,9.443231441048034,13.773767179498437,7.041484716157205,10.060849456271281,14.465065502183407,22.243381166844454,,,,,,,,,,
drax,,ami,sweepT,T0.4,8,200,1832,10.27,16,2.515,8.21807,0.534385,en,11.026200873362445,16.47186208568158,10.64410480349345,17.010894391207522,10.698689956331878,16.93556876653979,10.64410480349345,17.010894391207522,9.606986899563319,14.200526749589882,9.552401746724891,14.241123652686783,9.552401746724891,14.241123652686783,9.661572052401747,14.584316570879702,9.552401746724891,13.882025806088938,9.606986899563319,13.900304500966099,6.7685589519650655,9.619561577483402,15.338427947598253,23.130405406364822,,,,,,5.294759825327511,8.467687046498966,5.895196506550218,8.953147898569725,10.5
drax,,ami,sweepT,T0.4,10,200,1832,10.27,16,2.845,8.311214999999999,0.534385,en,11.026200873362445,16.47186208568158,10.534934497816593,16.86884893666207,10.589519650655022,16.67664019511122,10.534934497816593,16.86884893666207,9.770742358078603,14.375865738086766,9.825327510917031,14.45876712033025,9.770742358078603,14.437933786996918,9.825327510917031,14.734853972075,9.716157205240174,14.293088237809265,9.388646288209607,13.927252027983283,6.277292576419214,8.98264981277752,15.993449781659388,25.19405885817617,,,,,,,,,,
drax,,ami,sweepT,T0.4,12,200,1832,10.27,16,3.115,8.36829,0.534385,en,11.026200873362445,16.47186208568158,10.534934497816593,17.00028833060146,10.37117903930131,16.730952111265243,10.534934497816593,17.00028833060146,9.661572052401747,14.410733209796343,9.606986899563319,14.408839270402401,9.661572052401747,14.47323320979634,9.661572052401747,14.611116598337622,9.825327510917031,14.789986734049865,9.497816593886462,13.96900517937266,6.004366812227074,8.866361933989642,16.266375545851528,25.34680611092342,,,,,,,,,,
drax,,ami,sweepT,T0.4,15,200,1832,10.27,16,3.415,8.25101,0.534385,en,11.026200873362445,16.47186208568158,10.589519650655022,17.058621663934794,10.480349344978166,16.80892830174143,10.589519650655022,17.058621663934794,9.661572052401747,14.345490557711585,9.443231441048034,14.186599010662142,9.552401746724891,14.2566747682379,9.606986899563319,14.428823891044917,9.716157205240174,14.292712779933806,9.552401746724891,14.141544745070119,5.8406113537117905,8.541361933989643,16.70305676855895,25.751217138492343,12.98050139275766,12.144846796657381,11.364902506963789,11.309192200557103,7.242339832869081,4.475982532751091,7.624190173002093,5.240174672489083,8.129157009284718,9.5
drax,,ami,sweepT,T0.4,16,200,1832,10.27,16,3.53,8.339469999999999,0.534385,en,11.026200873362445,16.47186208568158,10.64410480349345,17.558621663934794,10.480349344978166,17.142261635074767,10.64410480349345,17.558621663934794,9.443231441048034,14.144932343995475,9.497816593886462,14.06218176124489,9.443231441048034,14.023720222783354,9.552401746724891,14.603848427911558,9.552401746724891,14.172793058160538,9.552401746724891,14.356505179372657,5.8406113537117905,8.541361933989643,16.921397379912662,27.376217138492343,12.98050139275766,12.200557103064067,11.142061281337048,11.420612813370473,7.242339832869081,4.475982532751091,7.624190173002093,5.294759825327511,8.149990342618052,9.5
drax,,ami,sweepT,T0.7,1,200,1832,10.27,16,1.0,0.0,0.531245,en,11.244541484716157,16.89225551578089,11.244541484716157,16.89225551578089,11.244541484716157,16.89225551578089,11.244541484716157,16.89225551578089,11.244541484716157,16.89225551578089,11.244541484716157,16.89225551578089,11.244541484716157,16.89225551578089,11.244541484716157,16.89225551578089,11.244541484716157,16.89225551578089,11.244541484716157,16.89225551578089,11.244541484716157,16.89225551578089,11.244541484716157,16.89225551578089,12.98050139275766,12.98050139275766,12.98050139275766,12.98050139275766,12.98050139275766,,,,,
drax,,ami,sweepT,T0.7,2,200,1832,10.27,16,1.39,11.251885,0.531245,en,11.244541484716157,16.89225551578089,10.91703056768559,16.269297214018238,10.862445414847162,15.998708978724121,10.91703056768559,16.269297214018238,10.480349344978166,15.735989318210345,10.589519650655022,15.67952448674551,10.698689956331878,15.714780897001923,11.408296943231441,17.347043388726657,11.353711790393014,17.178674206309488,11.353711790393014,17.178674206309488,8.951965065502183,13.524596785622158,13.209606986899564,19.42862771495865,,,,,,7.205240174672489,11.680389192962554,7.478165938864628,11.850175400906657,14.000000000000002
drax,,ami,sweepT,T0.7,3,200,1832,10.27,16,1.7,10.399275,0.531245,en,11.244541484716157,16.89225551578089,10.91703056768559,16.853855199892017,10.862445414847162,16.128721510052443,10.91703056768559,16.853855199892017,10.152838427947598,14.791643451658592,10.262008733624453,14.857918821455637,10.262008733624453,14.927363265900082,10.152838427947598,14.835764170121418,10.152838427947598,14.823389483404629,10.316593886462883,15.7658860899997,8.296943231441048,12.433705732231106,14.737991266375547,20.942876160155237,,,,,,,,,,
drax,,ami,sweepT,T0.7,4,200,1832,10.27,16,1.985,11.190030000000002,0.531245,en,11.244541484716157,16.89225551578089,11.135371179039302,17.212852452639268,11.135371179039302,16.694449532030465,11.135371179039302,17.212852452639268,9.989082969432314,14.542101816822841,10.316593886462883,14.869709114495933,10.207423580786026,14.898254436133357,9.989082969432314,14.69677330274433,10.152838427947598,14.79245678592781,10.262008733624453,15.255502723366332,7.8056768558951966,11.160491446516819,15.66593886462882,22.396285251064327,,,,,,6.004366812227074,9.142110804684165,6.38646288209607,9.406414556487917,14.499999999999998
drax,,ami,sweepT,T0.7,5,200,1832,10.27,16,2.21,10.887134999999999,0.531245,en,11.244541484716157,16.89225551578089,10.971615720524017,17.090125179911997,11.080786026200874,16.711007973588906,10.971615720524017,17.090125179911997,10.316593886462883,15.04666808388911,10.262008733624453,15.103600019342716,10.480349344978166,15.143817206696127,9.825327510917031,14.324337636558662,10.09825327510917,14.995067165744075,10.09825327510917,15.134271711198622,7.368995633187773,10.813255607736863,16.266375545851528,23.428359879334607,,,,,,,,,,
drax,,ami,sweepT,T0.7,6,200,1832,10.27,16,2.435,10.99137,0.531245,en,11.244541484716157,16.89225551578089,10.425764192139738,16.57214968562071,10.64410480349345,16.836835000306024,10.425764192139738,16.57214968562071,9.825327510917031,14.792694279915306,9.825327510917031,14.772577387004294,9.879912663755459,14.826744053670959,9.716157205240174,14.520166369229498,9.661572052401747,14.135749835470863,9.934497816593886,15.10278467971159,7.150655021834061,10.517422274403529,16.593886462882097,23.895042706311553,,,,,,,,,,
drax,,ami,sweepT,T0.7,8,200,1832,10.27,16,2.89,11.294775,0.531245,en,11.244541484716157,16.89225551578089,10.698689956331878,18.04878138725241,10.971615720524017,17.923693076869988,10.698689956331878,18.04878138725241,9.552401746724891,14.422938599865507,9.552401746724891,14.30306680499371,9.606986899563319,14.436400138327043,9.33406113537118,13.984532802764058,9.606986899563319,14.129590522821777,9.934497816593886,15.137099680330934,6.6593886462882095,9.673268521554125,17.631004366812228,25.61293959700256,,,,,,4.9126637554585155,7.745853738481447,5.622270742358078,8.329399452027161,13.5
drax,,ami,sweepT,T0.7,10,200,1832,10.27,16,3.28,11.043895,0.531245,en,11.244541484716157,16.89225551578089,10.862445414847162,18.12363316590854,11.026200873362445,17.86975697673823,10.862445414847162,18.12363316590854,9.443231441048034,14.09802486625612,9.552401746724891,14.11148640471766,9.388646288209607,14.03648640471766,9.279475982532752,13.874810580541839,9.388646288209607,14.47820163393289,9.661572052401747,14.316590072979224,6.331877729257642,9.351473649759253,18.176855895196507,27.18832946055032,,,,,,,,,,
drax,,ami,sweepT,T0.7,12,200,1832,10.27,16,3.685,11.19635,0.531245,en,11.244541484716157,16.89225551578089,10.753275109170305,18.445954594479968,10.862445414847162,18.025411738642994,10.753275109170305,18.445954594479968,9.33406113537118,13.975772119003373,9.497816593886462,14.08132767455893,9.388646288209607,13.992438785670041,9.279475982532752,13.80910545233671,9.33406113537118,13.902161007892264,9.716157205240174,14.42218820291946,6.168122270742358,8.738973649759252,18.61353711790393,27.853585013963766,,,,,,,,,,
drax,,ami,sweepT,T0.7,15,200,1832,10.27,16,4.23,11.145230000000002,0.531245,en,11.244541484716157,16.89225551578089,10.971615720524017,19.04408261380364,11.080786026200874,18.60372075344178,10.971615720524017,19.04408261380364,9.279475982532752,13.719819738050996,9.443231441048034,13.900375293606547,9.279475982532752,13.719819738050996,9.170305676855895,13.700772119003373,9.443231441048034,14.004541960273215,9.661572052401747,14.241632647363902,5.949781659388647,8.50843335671896,18.88646288209607,28.045251680630436,12.98050139275766,12.534818941504179,10.86350974930362,11.197771587743732,7.353760445682451,4.421397379912664,6.620371282341096,5.131004366812227,7.387604580232289,12.0
drax,,ami,sweepT,T0.7,16,200,1832,10.27,16,4.395,11.065729999999999,0.531245,en,11.244541484716157,16.89225551578089,11.080786026200874,19.145092714813742,11.080786026200874,18.61622075344178,11.080786026200874,19.145092714813742,9.388646288209607,13.904504256431165,9.497816593886462,13.906854683781592,9.497816593886462,13.976299128226035,9.224890829694322,13.79943179266305,9.388646288209607,13.985146078377337,9.825327510917031,15.400320231709383,5.8406113537117905,8.19593335671896,18.995633187772924,28.57156747010412,12.98050139275766,12.646239554317548,10.86350974930362,11.253481894150418,7.242339832869081,4.312227074235808,6.32491673688655,5.185589519650655,7.190937913565623,12.0
drax,,ami,sweepT,T1,1,200,1832,10.27,16,1.0,0.0,0.529385,en,12.5,16.948716500616484,12.5,16.948716500616484,12.5,16.948716500616484,12.5,16.948716500616484,12.5,16.948716500616484,12.5,16.948716500616484,12.5,16.948716500616484,12.5,16.948716500616484,12.5,16.948716500616484,12.5,16.948716500616484,12.5,16.948716500616484,12.5,16.948716500616484,14.26183844011142,14.26183844011142,14.26183844011142,14.26183844011142,14.26183844011142,,,,,
